"Parametric Speaker -  Revised: Tuesday, June 12, 2012"
SL-ParaSpeaker-x39_BOM  Revision: A
(From SL-S01  Revision: A)
Soundlazer

"Bill Of Materials           June 12,2012      2:39:53"

   Item        Qty                 Reference                        Part Value           Voltage     Current          Tol                              Type                                    Part Number                  Manufacturer                        PCB Footprint

"    1           3                 C1,C44,C45                          220uF                35V       850mA           20%                  Alum Lo-ESR Hi-Irpl SMT FP                        EEE-FP1V221AP                    Panasonic                      CAP-EEE-FP-10x10.5"
"    2           7        C2,C5,C6,C22,C23,C38,C46                     10uF                 35V                       10%                               X6S                                                                                                          C1206"
"    3          22         C3,C4,C7,C8,C12,C13,C14,                    100nF                50V                       10%                               X7R                                                                                                          C0402"
"                         C16,C17,C18,C25,C27,C32,"
"                         C34,C35,C39,C40,C41,C43,"
"                                 C47,C50,C51"
"    4           7         C9,C11,C15,C19,C24,C26,                     10uF                 10V                       10%                               X7R                                                                                                          C0805"
                                       C33
"    5           3                C10,C36,C42                          3.3nF                50V                        5%                               NP0                                                                                                          C0603"
"    6           2                   C20,C21                           100pF                50V                        5%                               NP0                                                                                                          C0402"
"    7           2                   C28,C29                           27pF                 50V                        5%                               NP0                                                                                                          C0402"
    8           1                      C30                            100uF                6.3V                      20%                               X5R                                                                                                          C1210
"    9           2                   C31,C37                           56nF                 50V                       10%                               X7R                                                                                                          C0402"
"    10          2                   C48,C49                           390pF                50V                        5%                               NP0                                                                                                          C0402"
"    11          2                   C52,C53                           4.7uF                25V                       10%                               X7R                                                                                                          C0805"
    12          1                      D1                        MBRA340T3G                40V          3A                                       Schottky Power                               MBRA340T3G                      ON Semi                                SMA
"    13          2                    D2,D3                        MMDL914T1               100V       200mA                                     Hi-Speed Switching                            MMDL914T1G                       ON Semi                             SOD-323"
"    14          2                   FB1,FB2                    220ohm@100MHz                           2.0A                                     Hi-Freq WideBand                           BLM18EG221SN1D                      muRata                               L0603"
    15          1                      JP1                    TMM-102-01-T-D-SM           450V          2A                           Hdr St 2m SM 0.5mSq 2x2 Sn 3.2mPn                    TMM-102-01-T-D-SM                    Samtec                     CON-2mm-ST-TMM-2x2
    16          1                       J1                       PJ-002AH-SMT              24V          5A                           DC Pwr Jack RA SM NC 5.5OD 2.1ID                        PJ-002AH-SMT                        CUI                        CON-PJ-02BH-SMT
    17          1                       J2                        SJ-3523-SMT              12V          1A                             Audio Jack 3.5mm Stereo RA SM                          SJ-3523-SMT                        CUI                         CON-SJ-352x-SMT
    18          1                       J3                      N2510-5002-RB             500V       1.75-5A                            Hdr RA 4-Wall 2.54m T-H 2x5 Au                       N2510-5002-RB                       3M                        CON-100-RA-4WL-2x5
